100 0.000237155
5100 0.370538
10100 1.41075
15100 3.14934
20100 5.54594
25100 8.68955
30100 12.9183
35100 18.9478
40100 24.0303
45100 29.2937
50100 37.0074
55100 46.8447
60100 58.3862
65100 70.2882
70100 84.4943
75100 100.318
80100 115.763
85100 127.252
