10 1.3198e-05
1010 1.6255e-05
2010 2.8813e-05
3010 4.9537e-05
4010 4.8952e-05
5010 9.1413e-05
6010 6.8196e-05
7010 7.9158e-05
8010 9.0272e-05
9010 0.000101485
10010 0.000113237
11010 0.00012454
12010 0.000141128
13010 0.000194799
14010 0.000192815
15010 0.000169361
16010 0.000180747
17010 0.000191944
18010 0.000211094
19010 0.000213814
20010 0.000224771
21010 0.000242402
22010 0.000246792
23010 0.000257795
24010 0.000275146
25010 0.000280289
26010 0.000330463
27010 0.000302896
28010 0.000313738
29010 0.000331468
30010 0.000395542
31010 0.000440231
32010 0.000467443
33010 0.000455786
34010 0.000405685
35010 0.000423569
36010 0.000474184
37010 0.000470356
38010 0.000485819
39010 0.000449701
40010 0.000437545
41010 0.000456789
42010 0.00045713
43010 0.000468624
44010 0.000621201
45010 0.000589378
46010 0.000514156
47010 0.000527087
48010 0.000535775
49010 0.000532853
50010 0.000543578
51010 0.000649366
52010 0.000574815
53010 0.000585628
54010 0.000587734
55010 0.000605052
56010 0.00061655
57010 0.000621131
58010 0.000647712
59010 0.000652086
60010 0.00066124
61010 0.000747665
62010 0.000695784
63010 0.000763731
64010 0.000727892
65010 0.000763884
66010 0.000763885
67010 0.000747426
68010 0.000750857
69010 0.000777528
70010 0.000801237
71010 0.000818949
72010 0.000800054
73010 0.000812544
74010 0.000830515
75010 0.000835653
76010 0.000837709
77010 0.000849432
78010 0.00093464
79010 0.000872996
80010 0.000881087
81010 0.00091968
82010 0.000913447
83010 0.00101495
84010 0.00106311
85010 0.000980572
86010 0.00103201
87010 0.000967069
88010 0.00098186
89010 0.000983247
90010 0.0010073
91010 0.00101086
92010 0.00101881
93010 0.00109888
94010 0.00107515
95010 0.00106308
96010 0.00107007
97010 0.00109924
98010 0.00116035
99010 0.00120674
